CV-p07-03	•	پ) کاربردهای بالینی
CV-p07-04	•	ت) عوارض
CV-p07-05	•	ب) اثرات
CV-p07-06	•	پ) کاربردهای بالینی
CV-p07-07	•	ت) عوارض :دیورز شدید سدیم همراه هیپوناترمی، یك عارضه زودرس ناشایع اما خطرناك تیازیدها است درمان درازمدت و اغلب موارد با اتالف پتاسیم هم راه
CV-p07-08	H	6
CV-p08-01	•	ب) اثرات :هرسه داروی این گروه باعث افزایش كلیرانس سدیم و كاهش دفع یون پتاسیم و هیدروژن می شوند و لذا عنوان دیورتیك های حابس پتاسیم را ب ه
CV-p08-02	•	پ) کاربردهای بالینی
CV-p08-03	•	ت) عوارض :مهم ترین عارضه جانبی، هیپركالمی است این داروها را هرگز نباید به همراه یك مکمل پتاسیم تجویز كرد اگر قرار است هم زمان ازسایر دا روهای
CV-p08-04	•	ب) اثرات
CV-p08-05	•	پ) کاربردهای بالینی
CV-p08-06	•	ت) عوارض
CV-p08-07	•	ب) اثرات و کاربردهای بالینی
CV-p08-08	H	7
CV-p09-01	•	پ) عوارض
CV-p09-02	H	8
CV-p10-01	•	١- ی آنژن ناشی از آترواسكلروز-  یان نوع آنژین كه آنژین كوششی یا آنژین كالسیی ك نز نامیده می  شود، با پالك های آترومی همراه است كه انسداد نسبی
CV-p10-02	•	٢- ی آنژن ناشی  از وازواسپا سم-  یان نوع آنژین كه آنژین در حال استراحت، آنژین وار ی انتیا آنژین پرینزمتال نیز نام یده می  شود، در اثر اسپاسم برگشت
CV-p10-03	•	3- ی آنژن ناپای دار- یان آنژی ن كه سندرم کرونر حادنیز نامیده می شود، با افزایش دفعات و شدت حمالت ناشی از كاهش جریان خون كرونر مشخص می
CV-p10-04	H	9
CV-p11-01	•	١- ین ترات ها
CV-p11-02	•	–
CV-p11-03	•	١-  قلب و عروقشل شدن عضله صاف، وری ید یطی مح را متسع می كند كه از طریق كاهش پیش بار اندازه قلب و برون ده قلبی را كاهش می  دهد كاهش
CV-p11-04	•	–
CV-p11-05	•	٢- ی ساراعضاء ینترات هاعضله صاف برونش، دستگاه گوارش و  دستگاه ادراری- تناسلی را شل می  كنندی ول نیااثرات بس یار اندك و فاقد اهم یینی ت بال
CV-p11-06	•	،)یك اثر هم افزا در شل شدن عضله صاف عروق دارد كه می تواند به افت شدید فشارخون و كاهش خون رسانی به اعضاء حی ات ی یب .نجامد
CV-p11-07	H	10
CV-p12-01	•	٢- مهارکننده های  کانال کلسی م
CV-p12-02	•	3- مهار کنند ه های گیرنده  بتا
CV-p12-03	•	درمان غی ر دارویی
CV-p12-04	H	11
CV-p13-01	•	––
CV-p13-02	H	12
CV-p14-01	•	ب) مكانی سم اثر
CV-p14-02	•	–
CV-p14-03	•	پ) اثرات قلبی
CV-p14-04	•	–
CV-p14-05	•	١- اثرات مكان یكی ی افزاش قدرت انقباض توسط دیژیتال، به افزایش كسر تخلیه بطن، كاهش اندازه پایان دیاستولی ی و پاان سیستولی، افزای ش برون ده
CV-p14-06	•	٢- اثرات الكتر یكی - یان اثرات عبارتند از پاسخ های زود درس مقلد پاراسمپاتیك و پاسخ های دیررس آری ی تم زا
CV-p14-07	•	)الف پاسخ ها ی زود درس: ی افزا ش فاصله (در اثركاهش سرعت هدایت دهلیزی- بطنی) وافزای ش   پهنای  موج در اغلب موارد دیده می شود تاثی ر بر
CV-p14-08	•	)ب عوارض: افزا یش اتوماتیسیته در اثر افزایش غلظت كلسی م داخل سلولی، مهم ترین عارضه دیژیتال است ا ین حاصل پس دپوالری زاس ی ون های ی تاخ یر  است
CV-p14-09	•	)تکاربردهای ینی بال
CV-p14-10	•	–
CV-p14-11	•	١- نارسایی احتقا نی  قلبیژید تال داروی اینوتروپیك مثبت است كه در درمان نارسایی احتقایی قلب به كارمی رود. با این حال،مطالعات دقیینی ق بال
CV-p14-12	•	–
CV-p14-13	•	٢- بر یف ی الس یون دهلیزی در فالتر و فی الس ی بر یون دهلیزی، هدف از درمان، سرعت هدای ت یا افزایش مدت تحریك ناپذی یر گره دهلیزی- بطنی  است، به
CV-p14-14	•	ث) تداخالت
CV-p14-15	H	13
CV-p15-01	•	ج) مسمومیت با دی یژ تال
CV-p15-02	•	درمان مسمومیت با دیژیتال شامل اقدامات زی :ر است
CV-p15-03	•	١- اصالح کمبود پتا سی م یا من زی میاصالح كمبود پتاسی م (مثال در اثر مصرف دی ورت یك) در مسمومیت مزمن مفید است. مسمومیت خفی ،ف در اغلب موارد
CV-p15-04	•	٢- داروها ی ضد آرتم ی یاگر افزایش اتوماتیسیته شدید باشد و به اصالح پتاسی م سرم جواب ندهد، از داروهای ضد ی تم ی آر یم توان استفاده كرد. داروهایی
CV-p15-05	•	3- ی آنت ی باد ها ی  ضد دی گوکسیناین آنتی ی باد ها بسیار موثر هستند و اگر سایر اقدامات موفقیت آمیز نباشد، در تمام بیماران توصی ه م ی شوند ای ن
CV-p15-06	•	ب) مهار کننده های
CV-p15-07	•	)پآگونی ست های انتخابی β
CV-p15-08	•	)تمهارکننده های  بتا
CV-p15-09	•	)ثمهارکننده های فسفودی  استراز
CV-p15-10	H	14
CV-p16-01	•	)ج متسع کننده ها ی  عروق
CV-p16-02	H	15
CV-p17-01	•	)الف  تعری ف آری تم ی
CV-p17-02	•	)ب مكانیسم های ایجاد آری تم ی
CV-p17-03	•	)(تاكیکاردی پلی مرفیك بطنی یی تم ی ك آر بطنی مهم است كه در اكثر  موارد در اثر داروهای ضد ی تم ی آر ی (بو ژه داروهایی  كه
CV-p17-04	•	)پ فعالیت الكتر یكی یعی طب در سلول قلبی
CV-p17-05	•	)(I)(I
CV-p17-06	H	16
CV-p18-01	H	Antiarrhythmic Agents
CV-p18-02	H	Beta-Adrenergic Blockers (Class II)
CV-p18-03	H	Sodium Channel Blockers (Class I)
CV-p18-04	H	disopyramide (Norpace)  Drugs that Prolong Repolarization
CV-p18-05	H	(Class III)
CV-p18-06	H	Class IC  Calcium Channel Blockers (Class IV)
CV-p18-07	H	Miscellaneous (Class V)
CV-p18-08	•	)ت طبقه بند ی  داروها
CV-p18-09	•	- مهار  كننده های كانال سدیم ، - مهار كننده های گیرنده بت ،- مهار كننده های كانال پتاسیم ،- مهار كننده های كانال كلسی م و گروه متفرقه
CV-p18-10	•	)ب مكانی سم اثر
CV-p18-11	•	١- داروها ی کالس :  پروكائ ین آمدی سر  دسته داروهای كالس  است.  داروهای دیی گر ان گروه كینیدین و دسو ی رام یپ دی می باشندی . ان داروها در آری تم ی
CV-p18-12	H	17
CV-p19-01	•	٢- داروها ی  کالسل یدوكائ ی ن سردسته داروهای كال س است مگزی لت ین و توكائینید سای ر داروهای این گروه هستند. یلدوكائی ن بر بافت ایسکمی ك ی ا
CV-p19-02	•	3- داروها ی کالسفلکائینید سر دسته داروهای كالس است انکائینید، موریزی ست ین و پروپافنون سای ر داروهای این گروه هستند. یا ن داروها بر مدت
CV-p19-03	•	)ت کاربردهای ینی بال و عوارض :١- داروهای  کالس- پروكائی دی ن آم در تمام انواع آری تم ی ها، بویژه انواع مزمن كه به درمان سرپایی ین از دارد، به كار
CV-p19-04	•	٢- داروها ی کالس- ل یدوكائین در آری تم ی ی ها حاد بطنی ، بو یژه آری تم ی ی ها ی ناش ی از اسکمی  (مثال در پی انفاركتوس م یوكارد) مف ی د است آری تم ی ی ها
CV-p19-05	•	3- داروها ی کالسفلکائینید در آری تم ی ی ها یزی دهل و بطنی موثر است اما تجویز آن فقط در موارد ز یر مجاز می باشد: تاكی کاردی  ی ها  بطنی  مقاوم
CV-p19-06	•	)الف داروی نمونه و مكانیسم اثر :پروپرانولول و اسمولول سر  دسته مهار كننده ی ها ی بتا ضد ی تم ی آر هستند. مکانیسم اثر آنها در آری تم ی ًها، عمدتا مهار
CV-p19-07	•	)ب کاربردهای ینی بال و عوارض : اسمولولیك مهار كننده بتا با مدت اثر ی بساركوتاه می  .باشداین دارو از راه وریدی و فقط در ی تم ی آر ی ها حاد به كار می
CV-p19-08	H	18
CV-p20-01	•	)الف داروی  نمونه
CV-p20-02	•	)ب مكانی سم اثر
CV-p20-03	•	)پ کاربردهای ینی بال  و عوارض
CV-p20-04	•	)ت ی آم( ودارونیك مورد وی )ژه
CV-p20-05	•	)الف داروی  نمونه
CV-p20-06	•	)ب مكانی سم اثر
CV-p20-07	•	)الف آدنوز نی :آدنوزی ی ن ك ماده طبیعی در بدن است، اما وقتی دوز باالی آن (٢١- 6 ) به شکلیك جا از راه وری ید تجویز شود  ، سرعت هدای ت را در
CV-p20-08	H	19
CV-p21-01	•	)ب تال یژید :گاه این دارو به دلیل تاثیر مقلد پاراسمپاتیك بر قلب در درمان آری تم ی ی ها ی سر ی تم ی ا آر ی ع ی ها  گره به كار می  رود. در فالتری ا
CV-p21-02	•	)پ یون پتاسمی :پتاسیم ضربان سازهای نابجا را سركوب می كند (از جمله در مسمومیت با دیژی)تال. احتمال بروز آری تم ی ی (بو ژه در افراد تحت درمان با
CV-p21-03	•	)ت یون منی میز :به نظر می  رسد منیزیم (همانند پتاسی)م در آری تم ی ی ها ی ناش از دیژیتال موثر است به عالوه منیزیم در برخی از موارد ی تم ی آر
CV-p21-04	•	درمان غی ر دارویی ی تم ی آر  ها
CV-p21-05	H	20
CV-p22-01	•	انواع داروهای  درمان آسم
CV-p22-02	•	6- مهاركننده های فسقو دی استراز: تئوفیلین  و آمینوفیلین
CV-p22-03	•	۷-تعدلی كننده های ی من یا اومالی زوماب  .ی رسلزوماب
CV-p22-04	•	انواع داروهای كنترل طوالنی مدت آسم
CV-p22-05	H	21
CV-p23-01	•	)الف آنتاگونیست های گیرندهلکوتر نی: خوشبختانه انی نوع از داروها ط ی مصرف حتی ست یب و چهار ساعت حال بمار ی را بهبود بخشده ی  و به كاهش عالئم
CV-p23-02	•	)بكورتیکواستروئی ی دها استنشاقنی : ا ی داروها كه معموال برای اثرگذاری به مدت چند روز الی چند هفته ناز ی دارند عوارض جانبی ار ی بس ی كم  داشته و به
CV-p23-03	•	)جآگونست ی ی ها یگرنده ی بتا  طوالنی  اثر: برای  باز كردن راه های تنفس و مبادله اكسژن ی مار یب نی از ا نوع دارو به مدت چند روز استفاده می  شود كه معموال
CV-p23-04	•	)دتئوفنی : ا نیلی  دارو با شل كردن عضالت مجاری تنفسی به تنفس راحت تر بمار ی كمك می  كند كه به طور روزانه مصرف شده و پس از چند روز اثرگذاری
CV-p23-05	•	)هداروهای استنشاقی یبی ترك: تجویز  پزشك به مصرف همراهكی آگونست ی یگرنده  ی بتا طوالنی  اثر وكی كورتیکواستروئدی ی برا كاهش عالئم حمله را می
CV-p23-06	•	انواع داروهای استنشاقی با اثر سرعی آسم
CV-p23-07	H	22
CV-p24-01	•	- مسکن یی ها چون ای،بوپروفن آسپرین و
CV-p24-02	•	- داروهای  ضد فشار خون مثل پروپرانول ویا  مهاركننده های می آنز چون اناالپریل  و
CV-p24-03	•	- مواد مورد استفاده در تصویربردار ی
CV-p24-04	•	- همچننی استفاده از هر دارویی كه پس از آن دچار تنگی نفس و عالئم ی هی شب به آن می دی شو
CV-p24-05	•	انواع  اسپری  ی ها  آسم
CV-p24-06	•	انواع  اسپری  ی ها تسکین  دهنده آسم كدامند؟
CV-p24-07	•	انواع مختلفی چون فالزون، فلوكسی دی تا  و دارد
CV-p24-08	•	- .
CV-p24-09	•	- .
CV-p24-10	•	- .
CV-p24-11	H	23
CV-p25-01	•	انواع یگ رندهی ها یهستامینی  در بدن
CV-p25-02	H	24
CV-p26-01	•	)الفگشاد شدن عروق خونی که منجر به قرمزی و تورم پوست م یشود
CV-p26-02	•	)ب افزاشی نفوذپذیری عروقی که باعث نشت مایع  از رگها به بافتها شده و ورم و التهاب ایجاد  کند یم
CV-p26-03	•	)پتحركی ی پا انهی ها عصبی  که خارش، سوزشای درد ایجاد م کند ی
CV-p26-04	•	)تانقباض عضالت صاف مجاری  تنفسی که در موارد شدید  ممكن است موجب خسخس سنه ی ای  تنگی نفس شود
CV-p26-05	•	)ث افزاشی ترشح مخاط در بنی ی و گلو که باعث آبر زش ی  و گرفتگی بینی م یشود
CV-p26-06	•	)جدر  واکنشی ها ی شددتر مانند آنافی الکسی، هیستامی ن باعث افت ناگهانی  فشار خون، تنگی شد دی نفس و حتی شوک آلرژ كی م یشود
CV-p26-07	•	انواع اشکال دارویی آنتی هیستامین ها
CV-p26-08	•	انواع داروهای ی آنت یهستامی ن
CV-p26-09	H	25
CV-p27-01	•	انواع تجویزی )(آنتی هیستامین های با نسخه
CV-p27-02	•	درمان آلرژ ی ی ها فصلی
CV-p27-03	•	درمان حساستی ی ها غذایی و دارویی  خفیف تا متوسط
CV-p27-04	•	عوارض ی جانب  قرصی ها ی آنت یهستامین
CV-p27-05	H	26
CV-p28-01	•	عوارض نادر مصرف این  داروها
CV-p28-02	H	27
CV-p29-01	•	عوارضی مانند خشکی دهان و چشم، مشکالت دفع ادرار و گیجی قرار م ی رند یگ
CV-p29-02	H	28
CV-p30-01	•	- فی تعر ناقل ها
CV-p30-02	•	- گیرنده ی ها ناقل ها
CV-p30-03	•	- گروه ی ها  داروهای  موثر
CV-p30-04	•	---------
CV-p30-05	•	١- دوپامی ن
CV-p30-06	•	–-HT
CV-p30-07	•	٢- سروتونین  یا(٥  هیدروكسی ی ترپتامین  )یا ٥
CV-p30-08	•	3- گاما آمنو ی كیری بوت دی اس ای  (گابا)      و٤- نیسی گل    ٥-  آسپارتات     و6 - گلوتامات
CV-p30-09	•	۷- ی پپتی دها وئ ی اوپ یدی ها    8- اندوكانابی نوئ ی دها و۹-  ماده     ٠١- هیستامین
CV-p30-10	H	29
CV-p31-01	•	١- دوپامی ن
CV-p31-02	•	–
CV-p31-03	H	30
CV-p32-01	•	–
CV-p32-02	•	)D)D )D)ِD
CV-p32-03	•	٢- سروتونی ن
CV-p32-04	H	31
CV-p33-01	•	–
CV-p33-02	•	–
CV-p33-03	•	––
CV-p33-04	•	–
CV-p33-05	H	32
CV-p34-01	•	–
CV-p34-02	•	–
CV-p34-03	•	–  .
CV-p34-04	H	33
CV-p35-01	H	34
CV-p36-01	•	–
CV-p36-02	•	•
CV-p36-03	•	مقدمه
CV-p36-04	•	•–– CNS
CV-p36-05	•	•
CV-p36-06	•	١- بنزودیازپین ها (مهمترین و متنوع )ترین دسته
CV-p36-07	•	•
CV-p36-08	•	٢-  باربیتورات ها
CV-p36-09	•	•
CV-p36-10	•	3-  )سایر داروها (بوسپیرون و زولپیدم
CV-p36-11	•	•–
CV-p36-12	•	•–
CV-p36-13	•	❖––
CV-p36-14	•	) الففارماکوکینتیك :
CV-p36-15	•	•
CV-p36-16	•	• CNS
CV-p36-17	•	• CNS.
CV-p36-18	•	•–
CV-p36-19	•	•
CV-p36-20	•	•
CV-p36-21	•	•
CV-p36-22	•	•
CV-p36-23	•	•
CV-p36-24	•	•
CV-p36-25	•	• P450
CV-p36-26	•	•CNS
CV-p36-27	•	▪
CV-p36-28	•	▪hepatic metabolism, active metabolites
CV-p36-29	•	▪ duration of action  elimination half life
CV-p36-30	•	▪ most have half lives >10 hrs.
CV-p36-31	•	)ب مكانیسم اثر
CV-p36-32	H	35
CV-p37-01	•	•–
CV-p37-02	•	•
CV-p37-03	•	▪Mechanism of Action of sedative-hypnotics
CV-p37-04	•	•“Most” sedative-hypnotics exert effects on
CV-p37-05	•	• GABA - the major inhibitory NT in the CNS
CV-p37-06	•	6-1
CV-p37-07	•	•current-GABA binding stimulates Cl
CV-p37-08	•	- hyperpolarizing effect
CV-p37-09	•	- inhibitory effect on neuronal excitability
CV-p37-10	•	❖
CV-p37-11	•	•
CV-p37-12	•	•GABA
CV-p37-13	•	•
CV-p37-14	•	• GABA ––
CV-p37-15	•	––
CV-p37-16	•	•GABA––
CV-p37-17	•	• GABA
CV-p37-18	•	• GABA
CV-p37-19	H	36
CV-p38-01	•	• CNS
CV-p38-02	•	•–
CV-p38-03	•	❖
CV-p38-04	•	• GABA
CV-p38-05	•	• GABA
CV-p38-06	•	• GABA
CV-p38-07	•	•.
CV-p38-08	H	GABA Barbiturates
CV-p38-09	H	Benzodiazepines
CV-p38-10	•	• Don’t compete for BNZ binding &
CV-p38-11	•	❖
CV-p38-12	•	•
CV-p38-13	•	•HT
CV-p38-14	•	• BZ1
CV-p38-15	•	•GABA
CV-p38-16	•	–
CV-p38-17	•	• CNS .
CV-p38-18	•	❖––
CV-p38-19	•	فارماکودینامیك داروهای سداتیو هیپنوتیك (آرامبخش )خواب آور
CV-p38-20	•	•– CNS.
CV-p38-21	H	37
CV-p39-01	•	•
CV-p39-02	•	•
CV-p39-03	•	•–
CV-p39-04	H	Dose Response Relationships
CV-p39-05	H	CNS Effects
CV-p39-06	H	Increasing dose
CV-p39-07	•	❖––
CV-p39-08	•	•––
CV-p39-09	•	•
CV-p39-10	•	ب) خواب آوری
CV-p39-11	•	• REM
CV-p39-12	•	)پ  بیهوشی
CV-p39-13	•	•
CV-p39-14	•	•
CV-p39-15	•	•٬
CV-p39-16	•	ت) اثرات ضد تشنج
CV-p39-17	•	•
CV-p39-18	•	•
CV-p39-19	•	•.
CV-p39-20	•	ث) شل شدن عضله
CV-p39-21	•	•
CV-p39-22	•	•
CV-p39-23	•	•.
CV-p39-24	H	38
CV-p40-01	•	ج) تضعیف بصل النخاع
CV-p40-02	•	•
CV-p40-03	•	چ) تحمل و وابستگی
CV-p40-04	•	•–
CV-p40-05	•	•
CV-p40-06	•	•
CV-p40-07	•	•
CV-p40-08	•	•
CV-p40-09	•	•
CV-p40-10	•	•
CV-p40-11	•	•.
CV-p40-12	•	❖––
CV-p40-13	•	•.
CV-p40-14	•	•
CV-p40-15	•	•
CV-p40-16	•	ب) اختالالت خواب
CV-p40-17	•	•
CV-p40-18	•	•.
CV-p40-19	•	پ) سایر کاربردها
CV-p40-20	•	•
CV-p40-21	•	•
CV-p40-22	•	•
CV-p40-23	•	❖ ––
CV-p40-24	•	عوارض داروهای سداتیو هیپنوتیك (آرامبخش )خواب آور
CV-p40-25	•	•
CV-p40-26	•	•
CV-p40-27	•	•
CV-p40-28	•	•
CV-p40-29	H	39
CV-p41-01	•	ب) سرکوب افزایشی
CV-p41-02	•	•
CV-p41-03	•	•.
CV-p41-04	•	پ) مسمومیت
CV-p41-05	•	•
CV-p41-06	•	• CNS
CV-p41-07	•	ت) سایر عوارض جانبی
CV-p41-08	•	•
CV-p41-09	•	•
CV-p41-10	H	40
CV-p42-01	H	داروهای ضد صرع
CV-p42-02	•	❖
CV-p42-03	•	مقدمه
CV-p42-04	•	•
CV-p42-05	•	•
CV-p42-06	•	•
CV-p42-07	•	•٬
CV-p42-08	•	•
CV-p42-09	•	•
CV-p42-10	•	•
CV-p42-11	H	Classification of AEDs
CV-p42-12	H	Classical Newer
CV-p42-13	H	Lamotrigine ◼
CV-p42-14	H	Phenytoin ◼
CV-p42-15	H	Felbamate ◼
CV-p42-16	H	Phenobarbital ◼
CV-p42-17	H	Topiramate ◼
CV-p42-18	H	Gabapentin ◼Primidone ◼
CV-p42-19	H	Tiagabine ◼
CV-p42-20	H	Carbamazepine ◼
CV-p42-21	H	Vigabatrin ◼
CV-p42-22	H	Ethosuximide ◼
CV-p42-23	H	Oxycarbazepine ◼
CV-p42-24	H	Levetiracetam ◼Valproate (valproic acid) ◼
CV-p42-25	H	Fosphenytoin ◼
CV-p42-26	H	Trimethadione (not currently in use) ◼
CV-p42-27	•	❖
CV-p42-28	•	طبقه بندی انواع تشنج
CV-p42-29	•	•
CV-p42-30	•	•
CV-p42-31	•	•
CV-p42-32	•	•
CV-p42-33	•	•
CV-p42-34	•	•
CV-p42-35	•	•
CV-p42-36	•	•
CV-p42-37	•	•
CV-p42-38	•	❖
CV-p42-39	•	فارماکوکینتیك داروهای ضد صرع
CV-p42-40	H	41
CV-p43-01	•	•
CV-p43-02	•	•
CV-p43-03	•	•
CV-p43-04	•	•.
CV-p43-05	•	•
CV-p43-06	•	•
CV-p43-07	•	•
CV-p43-08	•	•
CV-p43-09	•	•
CV-p43-10	•	•
CV-p43-11	•	•
CV-p43-12	•	•
CV-p43-13	•	•
CV-p43-14	•	•.
CV-p43-15	•	•
CV-p43-16	•	•.
CV-p43-17	•	•
CV-p43-18	•	•
CV-p43-19	•	•.
CV-p43-20	•	❖
CV-p43-21	•	•
CV-p43-22	•	•
CV-p43-23	•	مکانیسم .های مختلفی برای رسیدن به این هدف وجود دارند
CV-p43-24	•	•
CV-p43-25	•	•
CV-p43-26	H	42
CV-p44-01	•	•
CV-p44-02	•	•.
CV-p44-03	•	•GABA
CV-p44-04	•	• GABA
CV-p44-05	•	- ترانس آمیناز یك آنزیم مهم برای خاتمه اثر می باشد. ویگاباترین (در غلظت های پالسمایی درمانی) و اسید والپروئیك (در
CV-p44-06	•	• GABA
CV-p44-07	•	• GABA   GABA  .
CV-p44-08	•	•T)
CV-p44-09	•	•.
CV-p44-10	•	•
CV-p44-11	•	• GABA
CV-p44-12	•	• GABA  .
CV-p44-13	•	❖
CV-p44-14	•	•
CV-p44-15	•	•
CV-p44-16	•	•
CV-p44-17	•	•
CV-p44-18	•	•
CV-p44-19	•	•٬٬٬٬
CV-p44-20	•	•
CV-p44-21	•	•
CV-p44-22	•	•
CV-p44-23	•	•
CV-p44-24	H	43
CV-p45-01	•	•
CV-p45-02	•	•
CV-p45-03	•	•.
CV-p45-04	•	•
CV-p45-05	•	•
CV-p45-06	•	•
CV-p45-07	•	•
CV-p45-08	•	•
CV-p45-09	•	•
CV-p45-10	•	•
CV-p45-11	•	•
CV-p45-12	•	•.
CV-p45-13	•	•
CV-p45-14	•	•
CV-p45-15	•	•
CV-p45-16	•	•
CV-p45-17	•	•.
CV-p45-18	•	❖
CV-p45-19	•	عوارض جانبی اثز داروهای ضد صرع
CV-p45-20	•	•
CV-p45-21	•	•٬
CV-p45-22	•	•
CV-p45-23	•	•–
CV-p45-24	•	•.
CV-p45-25	•	• CNS
CV-p45-26	•	•
CV-p45-27	H	44
CV-p46-01	•	•
CV-p46-02	•	•
CV-p46-03	•	•.
CV-p46-04	H	45
MM-p02-01	•	•
MM-p02-02	•	•
MM-p02-03	H	
MM-p02-04	•	•
MM-p02-05	•	**
MM-p02-06	•	)بیوتیک، تشخیص (آزمایش بلع باروم ی)، افزایش فعالیت سامانه ایمنی  )(در ایدز، کاهش فعالیت سامانه ایمنی (پیوند عضو).  که در اشکال متفاوت
MM-p03-01	•	)(
MM-p03-02	•	1. نام دارو/ روشها ی نامگذاری دارو ( :)
MM-p03-03	•	2.طبقه دارویی ()خاصیت اصلی دارو طبقه آن را مشخص میکند  مثال استامینوفن: مسکن ضد درد  و،تب بر، اتانول: آرامبخش
MM-p03-04	•	3.ساختمان شیمیایی () : این مشخصه ساختمان شیمیایی داروها را مشخص می کند،  مثال بعضی از داروها اسید ضعیف یا
MM-p03-05	•	)(توزیع دارو ،)(متابولیسم دارو ،)(دفع دارو ، .)(حذف دارو
MM-p03-06	•	6.مقدار مصرف ( :) مشخصهای است که مقدار مصرف دارو را در انسان مشخص می .کند
MM-p03-07	•	7. موارد مصرف ( :)این مشخصه موارد مصرف دارو را برای ما مشخص می کند. طبقه دارویی ممکن است به ما کمک کند تا بفهمیم
MM-p04-01	•	8.موارد منع مصرف () این مشخصه موارد منع مصرف دارو را معین میکند مثال  منع مصرف آسپرین در بیماران با سابقه
MM-p04-02	•	)و همچنین مصرف بتا بالکرها (پروپرانولولمنع می  شوند
MM-p04-03	•	9.عوارض ناخواسته یا جانبی  (:) داروها به موازات آثار خواسته، آثار ناخواسته دارند.  این مشخصه عوارض جانبی یا همان آثار
MM-p04-04	•	۱۰-۱ دارو با دارو: داروی اسیدی با بازی ،.به طور کلی داروهای اسیدی به همراه داروهای بازی نباید مصرف شوند  ()با آنتی اسید
MM-p04-05	•	10- 2 دارو با غذا : مصرف استامینوفن با غذاهای غنی ازکربوهیدرات  .اثر ضد دردی استامینوفن را کاهش می دهد
MM-p04-06	•	10- ۳- دارو با هورمون: مصرف انسولین و کورتیزول
MM-p04-07	•	۱۱.احتیاطات یا هشدارها () :اطالعاتی را در مورد دارو می دهند که بیمار بعد از مصرف امکان دارد دچار آن ها بشود. به ویژه در داروهای
MM-p04-08	•	۱2. درمانمسمومیت  () :اگر دارویی سهوی یا عمدی بیش از مقدار مصرف استفاده بشود ، مشکالت زیادی را برای سالمتی
MM-p04-09	•	۱3.حساسیت متقاطع () :اگر فردی در گذشته به دارویی حساسیت نشان داده است، ما اصل را بر این می گذاریم که اگر این
MM-p04-10	•	۱۴.مصرف در بارداری () :این مشخصه خطرات مصرف داروها در دوران بارداری را برای ما مشخص می کند. سازمان غذا و
MM-p04-11	•	طبقه بندی:  _ داروهای من یا/ اکثر وها نی تام ی به جز ونی تام ی
MM-p05-01	•	۱5.مصرف در شیردهی ():  این مشخصه از ایمن بودن داروها در زمان شیردهی اطالعات الزم را در اختیار ما قرار
MM-p05-02	•	۱6.اشکال دارویی () :این مشخصه اشکال دارویی رایج در بازار را برای ما معرفی میکند مهم ترین اشکال دارویی ،قرص، شربت
MM-p05-03	•	۱7.تاریخ مصرف/تاریخ انقضا ء():
